name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
RENNIE,8133,4076,1.38,66065.15,83.22,10.97,0.93,0.49,1.72,2.67
FARFAN,8135,4075,1.38,66066.54,6.92,1.18,1.01,0.25,0.52,90.13
SLAY,8135,4075,1.38,66067.92,71.31,23.29,0.52,0.74,1.87,2.28
JEREZ,8137,4074,1.38,66069.3,4.84,0.76,1.15,0.15,0.12,92.98
KRUPA,8138,4073,1.38,66070.68,96.12,(S),0.74,(S),0.93,1.99
DEOLIVEIRA,8139,4072,1.38,66072.06,83.45,5.77,1.3,0.61,1.45,7.42
WEEKLEY,8139,4072,1.38,66073.44,89.12,6.41,0.39,0.54,1.35,2.19
STROMAN,8141,4071,1.38,66074.82,34.32,58.98,0.39,0.34,3.64,2.33
RHEE,8141,4071,1.38,66076.2,3.93,0.22,91.75,0.17,3.32,0.61
HARDIE,8141,4071,1.38,66077.58,80.89,13.83,0.76,0.71,2.14,1.67
HEIMAN,8144,4070,1.38,66078.96,96.02,0.64,0.49,0.15,0.79,1.92
LAUDERDALE,8144,4070,1.38,66080.34,66.36,26.71,0.74,0.49,2.68,3.02
LESHER,8144,4070,1.38,66081.72,94.67,0.22,0.69,0.71,1.33,2.38
BASSO,8144,4070,1.38,66083.1,87.54,(S),2.31,(S),1.92,7.35
WILCHER,8148,4069,1.38,66084.48,53.9,41.41,0.52,0.34,1.99,1.84
GROSSO,8148,4069,1.38,66085.86,91.47,0.34,0.44,0.12,0.81,6.81
MAYNE,8150,4068,1.38,66087.24,88.77,5.92,0.79,0.37,1.43,2.73
SHUBERT,8150,4068,1.38,66088.62,91.2,3.93,0.49,0.54,1.38,2.46
THOMA,8150,4068,1.38,66089.99,92.7,2.09,1.03,0.29,1.67,2.21
HOUSEHOLDER,8153,4067,1.38,66091.37,94.91,0.44,0.49,0.57,1.65,1.94
BROWNFIELD,8153,4067,1.38,66092.75,87.02,6.93,0.49,1.5,2.26,1.79
CHATHAM,8155,4066,1.38,66094.13,87.41,5.95,1.28,0.61,1.99,2.75
FITZWATER,8155,4066,1.38,66095.51,95.47,0.59,0.44,0.32,1.43,1.75
SINHA,8155,4066,1.38,66096.89,4.57,0.42,91.22,0.3,2.78,0.71
MCPHEE,8158,4065,1.38,66098.27,83.08,11.96,0.93,0.44,1.35,2.24
LOOS,8159,4064,1.38,66099.64,95.1,0.34,0.96,0.44,1.43,1.72
PAQUIN,8159,4064,1.38,66101.02,89.91,0.44,0.49,5.46,1.77,1.92
CRUMLEY,8159,4064,1.38,66102.4,91.98,4.11,0.34,0.47,1.21,1.89
ARMITAGE,8162,4063,1.38,66103.78,91.95,0.89,1.18,0.64,3.05,2.29
HOEY,8163,4062,1.38,66105.15,85.08,6.79,3.72,0.12,1.48,2.81
KLINK,8164,4059,1.38,66106.53,94.83,0.59,0.99,0.17,1.28,2.14
KIMURA,8164,4059,1.38,66107.91,9.16,(S),77.75,(S),9.88,2.96
JUN,8164,4059,1.38,66109.28,4.34,0.25,94.19,0,0.62,0.62
SCHUETTE,8164,4059,1.38,66110.66,96.18,(S),0.59,(S),0.96,1.85
KUCERA,8168,4058,1.38,66112.03,96.72,0.2,0.49,0.17,0.69,1.72
PRESNELL,8168,4058,1.38,66113.41,94.97,1.21,0.3,0.64,1.55,1.33
NUNNALLY,8168,4058,1.38,66114.78,63.36,30.93,0.57,0.39,2.61,2.14
GRANILLO,8168,4058,1.38,66116.16,6.88,0.12,0.47,1.26,0.49,90.78
WALD,8172,4057,1.38,66117.54,91.74,3.25,1.08,0.52,1.36,2.05
CRAFTON,8173,4056,1.38,66118.91,82.99,12.03,0.44,0.52,1.85,2.17
ENSLEY,8174,4055,1.37,66120.29,77.83,15.59,0.57,1.41,2.76,1.85
LARK,8174,4055,1.37,66121.66,49.96,41.8,1.41,0.22,2.64,3.97
HAZARD,8176,4054,1.37,66123.03,76.42,10.83,0.99,3.85,4.32,3.6
ROGER,8176,4054,1.37,66124.41,61.57,18.7,1.36,0.69,1.73,15.96
STELLA,8178,4053,1.37,66125.78,86.92,1.18,1.04,0.25,1.38,9.23
HABERMAN,8178,4053,1.37,66127.16,95.11,0.27,0.49,0.52,1.11,2.49
EKLUND,8178,4053,1.37,66128.53,94.3,0.49,0.69,0.35,1.63,2.54
COLLARD,8178,4053,1.37,66129.9,92.06,2.29,0.69,0.3,1.31,3.36
BRODEUR,8178,4053,1.37,66131.28,94.55,0.15,0.72,0.57,1.92,2.1
KENNON,8178,4053,1.37,66132.65,71.87,21.86,0.47,0.54,1.95,3.31
JORDON,8184,4052,1.37,66134.03,55.55,37.07,0.49,0.74,2.49,3.65
KACZMAREK,8184,4052,1.37,66135.4,95.95,(S),0.47,(S),1.18,2.2
CREEK,8184,4052,1.37,66136.77,82.65,10.78,0.47,1.48,2.3,2.32
FINNERTY,8184,4052,1.37,66138.15,94.92,0.2,0.67,0.12,1.28,2.81
SCHEFFLER,8184,4052,1.37,66139.52,95.24,0.15,1.04,0.27,1.23,2.07
SEVERINO,8189,4051,1.37,66140.89,50.65,0.94,2.47,0.15,0.49,45.3
VELLA,8189,4051,1.37,66142.27,86.87,0.59,1.63,0.22,0.94,9.75
BOGER,8189,4051,1.37,66143.64,86.89,8.99,0.59,0.27,1.48,1.78
DELAPENA,8189,4051,1.37,66145.01,8.02,0.44,30.56,0.17,2.94,57.86
DIGIACOMO,8189,4051,1.37,66146.39,95.06,(S),0.47,(S),0.94,3.31
MACKIN,8189,4051,1.37,66147.76,91.61,4.02,0.54,0.42,1.51,1.9
TETER,8195,4050,1.37,66149.13,93.21,1.11,0.57,0.94,1.43,2.74
LOWTHER,8196,4049,1.37,66150.51,89.7,5.48,0.44,0.79,1.33,2.25
MCABEE,8196,4049,1.37,66151.88,88.89,6.79,0.22,0.47,2.32,1.31
JASON,8198,4048,1.37,66153.25,66.33,22.46,3.46,0.49,2.1,5.16
BORST,8198,4048,1.37,66154.62,94.44,1.04,0.67,0.27,1.41,2.17
WOOSLEY,8198,4048,1.37,66156,95.43,1.01,0.35,0.42,1.53,1.26
RIGGLE,8201,4047,1.37,66157.37,94.84,0.77,0.49,0.72,1.16,2.03
FORTUNATO,8201,4047,1.37,66158.74,81.79,(S),1.88,(S),1.04,14.33
MACOMBER,8201,4047,1.37,66160.11,94.64,0.32,1.11,0.3,1.88,1.75
LOBATO,8201,4047,1.37,66161.48,18.38,0.42,0.32,0.64,0.69,79.54
GALLUP,8205,4046,1.37,66162.86,93.2,0.89,0.54,0.82,1.75,2.79
MATAMOROS,8206,4044,1.37,66164.23,4.77,0.84,0.32,0.22,0.2,93.64
PITCHFORD,8206,4044,1.37,66165.6,67.61,25.67,0.49,1.19,2.35,2.7
SESSOMS,8206,4044,1.37,66166.97,44.61,49.01,0.45,1.04,2.47,2.42
ASUNCION,8209,4042,1.37,66168.34,4.18,(S),69.67,(S),8.91,16.7
PROUTY,8209,4042,1.37,66169.71,92.83,0.37,0.59,0.79,1.36,4.06
LAMP,8209,4042,1.37,66171.08,94.36,1.16,0.67,0.47,1.88,1.46
DELISLE,8212,4041,1.37,66172.45,93.42,1.53,0.74,0.62,1.34,2.35
HARTSELL,8213,4040,1.37,66173.82,94.85,1.49,0.5,0.3,1.19,1.68
HEID,8213,4040,1.37,66175.19,90.42,3.96,0.92,0.32,1.29,3.09
RISLEY,8213,4040,1.37,66176.56,93.42,0.54,0.52,1.26,1.58,2.67
JI,8216,4039,1.37,66177.93,1.66,(S),96.91,(S),0.74,0.52
GALANTE,8217,4038,1.37,66179.3,90.64,(S),2.23,(S),1.21,5.5
LUCIA,8217,4038,1.37,66180.66,90.52,0.45,0.92,0.67,1.02,6.44
SHETH,8217,4038,1.37,66182.03,3.39,0.52,92.6,0.52,2.45,0.52
SURBER,8220,4037,1.37,66183.4,94.48,0.25,0.27,1.24,1.34,2.43
HIBBERT,8220,4037,1.37,66184.77,53.98,39.44,0.72,0.35,2.48,3.05
FONTANEZ,8222,4036,1.37,66186.14,6.86,1.61,0.32,(S),(S),91.13
RAYNER,8222,4036,1.37,66187.51,77.06,17.44,0.74,0.4,1.59,2.78
BOSSE,8222,4036,1.37,66188.88,90.26,4.36,1.04,0.35,1.59,2.4
JAHNKE,8225,4035,1.37,66190.24,96.56,0.17,0.55,0.25,0.89,1.59
BONIN,8226,4034,1.37,66191.61,93.63,0.77,0.64,0.62,1.39,2.95
CANNING,8227,4033,1.37,66192.98,93.63,1.59,0.77,0.25,1.86,1.91
POLITO,8228,4032,1.37,66194.34,87.72,(S),1.24,(S),1.19,9.33
COLUCCI,8229,4031,1.37,66195.71,95.91,(S),0.72,(S),0.69,2.23
DEARMAN,8230,4030,1.37,66197.08,84.09,7.1,0.65,1.59,2.78,3.8
LARRABEE,8231,4028,1.37,66198.44,94.84,0.17,0.3,0.99,1.19,2.51
CHERY,8232,4027,1.37,66199.81,3.4,91.06,0.99,0.2,1.64,2.71
SOILEAU,8232,4027,1.37,66201.17,91.43,5.56,0.35,0.4,0.7,1.56
LATORRE,8234,4026,1.36,66202.54,41.98,(S),5.46,(S),0.82,50.92
LAKEY,8235,4025,1.36,66203.9,86.34,7.13,0.84,1.02,2.76,1.91
KROL,8235,4025,1.36,66205.27,96.25,0.47,0.3,0.52,0.65,1.81
EMMERT,8235,4025,1.36,66206.63,95.68,0.67,0.37,0.55,1.49,1.24
ROCHESTER,8238,4024,1.36,66208,63.52,30.09,0.52,0.72,2.19,2.96
BONNETT,8239,4023,1.36,66209.36,81.58,10.71,1.04,0.5,1.99,4.18
FREEZE,8239,4023,1.36,66210.72,93.02,2.86,0.32,0.42,1.42,1.96
PARKIN,8241,4022,1.36,66212.09,89.58,3.63,1.19,0.45,1.74,3.41
MURPHREE,8242,4021,1.36,66213.45,96.02,0.42,0.27,0.55,0.77,1.96
CORRADO,8242,4021,1.36,66214.81,91,(S),0.75,(S),0.82,7.04
BLATT,8244,4020,1.36,66216.18,95.7,0.35,0.57,0.57,0.8,2.01
WENDELL,8244,4020,1.36,66217.54,92.96,1.67,0.65,0.4,1.39,2.94
CHAUVIN,8246,4018,1.36,66218.9,94.5,0.85,0.6,0.72,0.92,2.41
CROY,8246,4018,1.36,66220.26,92.51,0.37,0.77,1.87,1.94,2.54
DURKEE,8248,4017,1.36,66221.63,93.58,1.1,0.9,0.35,1.72,2.36
PRICKETT,8249,4016,1.36,66222.99,93.65,1.29,0.25,0.5,1.77,2.54
KUGLER,8250,4015,1.36,66224.35,95.24,0.22,0.6,0.3,1.3,2.34
EDISON,8250,4015,1.36,66225.71,51.21,35.82,1.52,4.56,2.27,4.63
BULLINGTON,8250,4015,1.36,66227.07,94.92,0.57,0.47,0.42,1.59,2.02
BORLAND,8253,4014,1.36,66228.43,90.03,2.84,1.07,1.05,2.29,2.72
BIGLER,8254,4013,1.36,66229.79,95.19,0.17,0.7,0.47,1.2,2.27
DUREN,8254,4013,1.36,66231.15,71.19,22.15,0.7,0.32,1.99,3.64
DELCASTILLO,8254,4013,1.36,66232.51,11.69,0.3,11.06,0.17,0.57,76.2
HUTH,8254,4013,1.36,66233.87,94.67,0.45,1.37,0.22,1.22,2.07
MURPHEY,8254,4013,1.36,66235.23,89.81,4.21,0.67,0.72,2.04,2.54
MICKEY,8259,4012,1.36,66236.59,76.4,17.55,0.8,0.87,2.39,1.99
PIERCY,8259,4012,1.36,66237.95,91.8,3.84,0.65,0.25,1.25,2.22
CRAVER,8259,4012,1.36,66239.31,86.86,8.92,0.32,0.37,1.55,1.97
TRIANA,8259,4012,1.36,66240.67,19.77,0.57,0.9,(S),(S),78.44
CAPLAN,8263,4011,1.36,66242.03,94.49,(S),0.92,(S),1.4,2.84
PELLEGRINI,8263,4011,1.36,66243.39,93.59,(S),0.42,(S),1.05,4.54
RADEMACHER,8263,4011,1.36,66244.75,95.94,0.35,0.72,0.17,1.17,1.65
LEITNER,8266,4010,1.36,66246.11,94.54,1.12,0.67,0.15,1.42,2.09
MAINS,8266,4010,1.36,66247.47,92.49,2.59,0.6,0.37,1.7,2.24
MAN,8266,4010,1.36,66248.83,22.27,2.99,67.48,0.2,2.57,4.49
WINANS,8266,4010,1.36,66250.19,90.62,3.87,0.6,0.25,1.37,3.29
STOOPS,8266,4010,1.36,66251.55,94.54,0.67,0.75,0.72,1.62,1.7
DUFFIELD,8271,4009,1.36,66252.91,90.2,3.19,0.6,1.37,2.87,1.77
CUEVA,8272,4008,1.36,66254.27,4.14,(S),4.89,(S),0.4,90.34
STUCK,8272,4008,1.36,66255.63,94.11,0.47,0.57,0.75,2.12,1.97
SOLES,8274,4006,1.36,66256.98,78.61,11.46,0.45,0.72,2,6.76
HINOJOS,8274,4006,1.36,66258.34,5.14,0.17,(S),0.4,(S),94.11
MACARTHUR,8274,4006,1.36,66259.7,90.54,3.17,0.75,1.05,1.87,2.62
COTHRAN,8277,4005,1.36,66261.06,85.72,9.51,0.6,0.37,1.52,2.27
TUTT,8277,4005,1.36,66262.42,43.02,49.49,0.42,1.57,3.1,2.4
BEADLE,8277,4005,1.36,66263.77,87.59,6.84,0.4,0.42,1.75,3
YUSUF,8280,4003,1.36,66265.13,7.07,72.45,14.89,0.4,3.82,1.37
WISER,8281,4002,1.36,66266.49,93.45,1.67,0.57,0.57,1.52,2.2
LIVESAY,8281,4002,1.36,66267.84,94.7,0.72,0.37,0.52,1.6,2.07
KERNER,8283,4001,1.36,66269.2,93.9,0.77,0.52,0.12,2.02,2.65
OBRYANT,8283,4001,1.36,66270.56,62.53,31.59,0.62,0.37,1.9,2.97
KANTER,8285,4000,1.36,66271.91,94,0.9,1.33,0.25,1.3,2.23
JUMP,8286,3999,1.36,66273.27,93.35,1.05,0.4,1.2,2.08,1.93
DULIN,8287,3998,1.36,66274.62,78.66,15.31,1.08,0.3,2.35,2.3
LAL,8288,3997,1.36,66275.98,4.68,1.78,81.24,0.58,9.53,2.2
MAUS,8288,3997,1.36,66277.33,90.12,4.08,0.55,0.38,1.13,3.75
ROSIER,8288,3997,1.36,66278.69,70.4,24.32,0.73,0.4,2.43,1.73
BERGIN,8291,3996,1.35,66280.04,94.82,0.75,0.65,0.4,1,2.38
PLACENCIA,8291,3996,1.35,66281.4,5.63,0.33,0.5,0.35,0.28,92.92
BENFORD,8293,3995,1.35,66282.75,23.73,69.79,0.23,0.2,3.2,2.85
BLACKSHEAR,8293,3995,1.35,66284.11,26.31,67.08,0.25,0.6,2.58,3.18
REMBERT,8295,3994,1.35,66285.46,16.22,77.69,0.23,0.18,3.25,2.43
ICE,8295,3994,1.35,66286.81,88.58,5.28,0.95,1.4,1.73,2.05
ROSEMAN,8297,3993,1.35,66288.17,76.06,19.46,0.5,0.15,2.15,1.68
SCHIFF,8297,3993,1.35,66289.52,96.14,(S),0.68,(S),0.93,1.73
BRAINARD,8299,3992,1.35,66290.88,93.34,0.8,0.6,0.93,1.98,2.35
WIDNER,8299,3992,1.35,66292.23,93.14,1.25,0.48,0.68,1.35,3.11
HOARD,8299,3992,1.35,66293.58,73.72,21.64,0.3,0.4,1.98,1.95
EADY,8299,3992,1.35,66294.94,43.26,52.45,0.23,0.5,1.98,1.58
LOVELADY,8299,3992,1.35,66296.29,81.81,13.5,0.33,0.93,1.45,1.98
VANNOY,8304,3991,1.35,66297.64,88.3,5.54,0.5,0.8,2.28,2.58
KISS,8305,3990,1.35,66298.99,93.81,0.63,0.68,0.13,1.18,3.58
NORTHROP,8305,3990,1.35,66300.35,94.36,1.1,0.6,0.2,1.53,2.21
JEANPIERRE,8305,3990,1.35,66301.7,2.21,91.95,(S),(S),2.21,3.26
HAFER,8308,3989,1.35,66303.05,94.89,0.5,0.65,0.15,1.73,2.08
DURFEE,8308,3989,1.35,66304.4,93.16,0.3,0.58,1.33,2.08,2.56
PRESS,8308,3989,1.35,66305.76,86.36,6.59,1.5,0.35,1.4,3.79
SCUDDER,8308,3989,1.35,66307.11,87.06,7.62,0.75,0.33,1.75,2.48
STEINBACH,8312,3987,1.35,66308.46,94.93,0.53,0.38,0.43,1.5,2.23
STEIGER,8313,3986,1.35,66309.81,95.51,0.48,0.73,0.33,1.23,1.73
RIDEOUT,8313,3986,1.35,66311.16,74.39,19.42,0.5,0.63,3.01,2.06
MALLEY,8313,3986,1.35,66312.51,92.32,3.16,0.8,0.25,1.35,2.11
WOODHOUSE,8316,3985,1.35,66313.87,71.94,22.01,0.68,0.63,2.13,2.61
MCGLOTHLIN,8317,3984,1.35,66315.22,93.5,1.31,0.55,0.65,1.73,2.26
RALEIGH,8317,3984,1.35,66316.57,89.03,6.22,0.6,0.9,1.91,1.33
ODLE,8317,3984,1.35,66317.92,89.41,5.3,0.48,0.95,2.01,1.86
MICHALAK,8320,3983,1.35,66319.27,96.01,0.25,0.38,0.25,1.08,2.03
MO,8320,3983,1.35,66320.62,7.48,2.01,85.79,0,2.16,2.56
KANTOR,8322,3982,1.35,66321.97,95.2,(S),1.1,(S),1.08,1.98
FLEISCHER,8323,3981,1.35,66323.32,93.47,0.8,1.06,0.18,0.93,3.57
FAITH,8323,3981,1.35,66324.67,91.96,2.31,0.88,0.75,1.76,2.34
BEAMER,8323,3981,1.35,66326.02,87.26,6.66,0.85,0.63,2.29,2.31
AUGUSTE,8323,3981,1.35,66327.37,9.09,82.92,0.78,0.2,2.81,4.19
SLAVIN,8323,3981,1.35,66328.72,93.64,0.2,0.58,1,1.61,2.96
BOWKER,8328,3980,1.35,66330.06,90.03,0.2,1.43,3.17,2.71,2.46
KRALL,8328,3980,1.35,66331.41,95.23,0.43,0.63,0.2,1.38,2.14
JANKE,8330,3977,1.35,66332.76,94.97,0.33,0.4,0.28,1.58,2.44
SAWICKI,8330,3977,1.35,66334.11,96.2,0.23,0.35,0.15,0.53,2.54
HOLLAR,8332,3976,1.35,66335.46,94.44,1.23,0.55,0.28,1.53,1.96
LARGENT,8333,3974,1.35,66336.81,89.53,4.53,0.33,1.18,2.04,2.39
KAPP,8333,3974,1.35,66338.15,94.31,(S),0.63,(S),0.93,3.55
JARDINE,8335,3973,1.35,66339.5,81.68,5.69,2.47,0.35,4.2,5.61
TUPPER,8335,3973,1.35,66340.85,91.52,0.98,0.76,1.41,2.29,3.05
GRAINGER,8337,3972,1.35,66342.19,85.35,9.64,0.23,0.93,1.86,1.99
RENFROW,8337,3972,1.35,66343.54,89.93,5.39,0.28,1.08,1.79,1.54
FUNKHOUSER,8339,3971,1.35,66344.89,96.02,0.53,0.6,0.15,1.01,1.69
DENSMORE,8339,3971,1.35,66346.23,89.52,5.94,0.76,0.65,1.56,1.56
ESKRIDGE,8341,3969,1.35,66347.58,57.04,37.67,0.5,0.3,2.7,1.79
WADLEY,8342,3968,1.35,66348.92,53.88,39.29,0.38,1.34,2.87,2.24
SCHOOLEY,8342,3968,1.35,66350.27,95.21,0.78,0.43,0.3,1.31,1.97
SOUDER,8342,3968,1.35,66351.61,90.3,5.77,0.6,0.18,1.16,1.99
TOLLEFSON,8345,3967,1.34,66352.96,94.23,0.53,1.08,0.68,1.89,1.59
RIEGEL,8345,3967,1.34,66354.3,96.04,0.4,0.43,0.23,1.34,1.56
GRAYBILL,8345,3967,1.34,66355.65,95.08,0.98,0.45,0.3,1.66,1.51
JESSOP,8348,3965,1.34,66356.99,94.4,1.49,1.29,0.13,0.86,1.84
HAZZARD,8348,3965,1.34,66358.34,69.86,23.48,0.91,0.48,3.05,2.22
FRISBY,8350,3964,1.34,66359.68,69.07,20.33,0.61,0.76,3.33,5.9
DESPAIN,8350,3964,1.34,66361.02,93.39,0.33,0.48,0.58,1.29,3.94
STROUSE,8350,3964,1.34,66362.37,95.26,0.78,0.66,0.45,1.08,1.77
SHABAZZ,8353,3963,1.34,66363.71,1.97,88.44,0.28,0.53,4.26,4.52
AMBROSIO,8353,3963,1.34,66365.05,41.08,0.25,7.07,0.35,1.41,49.84
CARUTHERS,8353,3963,1.34,66366.4,66.04,28.24,0.35,0.4,2.65,2.32
HILES,8356,3962,1.34,66367.74,88.94,5.25,0.45,0.81,1.49,3.05
MECHAM,8356,3962,1.34,66369.08,94.55,0.43,0.5,0.63,1.89,1.99
STRAW,8356,3962,1.34,66370.43,89.78,5.17,0.76,0.73,2.02,1.54
SUMRALL,8359,3961,1.34,66371.77,85.61,10.68,0.4,0.33,1.04,1.94
BRUNK,8359,3961,1.34,66373.11,92.2,1.26,0.66,2.17,1.74,1.97
DEWBERRY,8361,3960,1.34,66374.46,46.04,48.48,0.23,0.45,2.95,1.84
HOUSLEY,8361,3960,1.34,66375.8,80.3,13.89,0.56,0.83,2.22,2.2
MOUNTS,8361,3960,1.34,66377.14,93.33,1.49,0.38,0.78,1.54,2.47
TALIAFERRO,8364,3959,1.34,66378.48,55.49,36.5,0.58,0.83,4.29,2.3
SCHADE,8365,3958,1.34,66379.82,95.17,0.48,0.99,0.2,1.01,2.15
HOULIHAN,8365,3958,1.34,66381.17,94.57,0.43,0.78,0.18,1.44,2.6
DAYE,8365,3958,1.34,66382.51,29.08,62.2,2.37,1.09,3.18,2.07
POPOVICH,8368,3957,1.34,66383.85,94.14,0.4,0.81,0.15,1.31,3.18
MAHONE,8369,3956,1.34,66385.19,26.9,66.3,0.66,0.73,3.59,1.82
BRESSLER,8369,3956,1.34,66386.53,94.39,0.68,0.73,0.35,1.21,2.63
IYER,8369,3956,1.34,66387.87,2.73,0.13,94.19,0.3,2.35,0.3
ARDOIN,8372,3955,1.34,66389.21,70.44,26.6,0.2,0.15,0.94,1.67
RENTZ,8373,3954,1.34,66390.55,86.12,7.97,0.4,1.21,1.14,3.16
GREENLEAF,8373,3954,1.34,66391.89,84.52,9.41,0.86,1.01,2,2.2
DUNFORD,8375,3952,1.34,66393.23,90.99,4.91,0.4,0.48,1.8,1.42
MATUS,8375,3952,1.34,66394.57,45.42,1.04,1.14,5.34,1.14,45.93
KALINOWSKI,8377,3951,1.34,66395.91,95.95,(S),0.71,(S),1.11,2.02
PRIESTER,8377,3951,1.34,66397.25,53.38,42.24,0.25,0.3,1.77,2.05
RICCIARDI,8377,3951,1.34,66398.59,95.72,(S),0.4,(S),0.51,3.01
SIMENTAL,8380,3950,1.34,66399.93,4.66,(S),0.13,0.41,(S),94.68
ZUBER,8380,3950,1.34,66401.27,91.95,4.1,0.81,0.25,1.01,1.87
MICHAELSON,8380,3950,1.34,66402.61,94,0.53,0.84,0.86,1.47,2.3
DEVEREAUX,8383,3949,1.34,66403.95,79.69,12.76,0.53,2.08,1.77,3.17
VIERRA,8383,3949,1.34,66405.29,63.21,0.76,6.63,0.53,10.56,18.31
TROST,8385,3948,1.34,66406.62,94.25,0.94,0.58,0.2,1.7,2.33
TOWNLEY,8386,3947,1.34,66407.96,93.21,2.1,0.25,0.99,1.67,1.77
SALAMANCA,8386,3947,1.34,66409.3,4.79,(S),7.09,(S),0.33,87.48
BOARD,8388,3946,1.34,66410.64,71.95,21.01,0.86,0.33,3.19,2.66
MULVEY,8389,3945,1.34,66411.98,95.26,0.18,0.84,0.15,1.44,2.13
POHLMAN,8389,3945,1.34,66413.31,97.47,(S),0.3,(S),0.71,1.29
MCGARVEY,8389,3945,1.34,66414.65,96.27,0.25,0.58,0.18,1.01,1.7
FETTER,8392,3944,1.34,66415.99,93.86,0.86,0.84,0.74,1.52,2.18
VALERA,8392,3944,1.34,66417.32,9.99,1.29,19.52,(S),(S),67.93
HALLEY,8394,3943,1.34,66418.66,75.68,18.13,0.48,0.41,1.83,3.47
CARLO,8395,3942,1.34,66420,63.04,1.85,1.4,1.57,0.84,31.3
MAKOWSKI,8395,3942,1.34,66421.33,96.45,0.18,0.61,0.25,0.58,1.93
SIGMAN,8395,3942,1.34,66422.67,93.28,1.45,0.84,0.66,1.42,2.36
SPRY,8398,3940,1.34,66424.01,82.49,10.41,0.63,2.03,2.56,1.88
SCHLESINGER,8398,3940,1.34,66425.34,93.98,1.14,0.69,0.15,1.42,2.61
HIGA,8398,3940,1.34,66426.68,7.66,0.53,70.51,0,13.12,8.17
LAVERY,8401,3938,1.34,66428.01,94.44,0.86,(S),(S),1.3,2.56
HERMANSON,8402,3937,1.33,66429.35,94.69,0.91,0.64,0.41,1.24,2.11
ASTON,8402,3937,1.33,66430.68,89.74,3.78,0.84,0.58,2.08,2.97
ALVIS,8404,3936,1.33,66432.02,79.93,9.07,1.58,0.36,1.85,7.22
STERNBERG,8405,3935,1.33,66433.35,95.63,0.15,0.79,0.2,0.89,2.34
CARRICK,8405,3935,1.33,66434.68,90.14,2.64,0.46,2.06,2.06,2.64
HERON,8407,3934,1.33,66436.02,66.22,22.14,1.6,0.66,2.06,7.32
JANSON,8408,3930,1.33,66437.35,90.28,2.52,1.55,0.89,1.73,3.03
KUTZ,8408,3930,1.33,66438.68,94.86,0.28,0.71,0.28,1.12,2.75
KNEPPER,8408,3930,1.33,66440.02,94.53,0.84,0.92,0.2,1.5,2.01
LUKAS,8408,3930,1.33,66441.35,92.52,1.02,2.32,0.23,1.07,2.85
MIKE,8408,3930,1.33,66442.68,40.23,32.8,2.98,18.55,2.54,2.9
WINTON,8408,3930,1.33,66444.01,77.61,15.29,0.38,1.22,2.42,3.08
MCKINZIE,8414,3929,1.33,66445.34,65.05,27.18,0.74,1.27,3.44,2.32
KNUTH,8415,3927,1.33,66446.68,95.19,0.53,0.99,0.33,1.02,1.94
KALMAN,8415,3927,1.33,66448.01,87.98,1.2,5.63,0.31,1.94,2.95
HEWLETT,8415,3927,1.33,66449.34,70.03,24.19,0.74,0.33,2.09,2.62
SCHAFFNER,8415,3927,1.33,66450.67,95.31,0.81,0.66,0.18,1.25,1.78
ZAMORANO,8419,3926,1.33,66452,4.2,0.23,0.28,(S),(S),95.06
CATER,8419,3926,1.33,66453.33,75.65,17.65,1.4,0.41,2.17,2.73
BUCKLER,8419,3926,1.33,66454.66,94.83,2.24,(S),(S),1.07,1.48
STALLARD,8422,3925,1.33,66455.99,91.85,3.41,0.71,0.38,1.71,1.94
BRALEY,8423,3924,1.33,66457.32,92.18,2.73,0.51,0.64,2.19,1.76
CENICEROS,8423,3924,1.33,66458.65,4.28,(S),(S),0.18,0.25,95.08
LAIR,8425,3923,1.33,66459.98,85.47,9,0.43,0.54,2.35,2.22
WARDELL,8425,3923,1.33,66461.31,84.48,10.96,0.51,0.64,1.43,1.99
LILLARD,8427,3922,1.33,66462.64,70.75,21.77,0.46,1.4,2.91,2.7
HAGOOD,8427,3922,1.33,66463.97,73.02,22.85,0.59,0.56,1.35,1.63
CAMPANA,8429,3920,1.33,66465.3,67.53,(S),4.39,(S),1.1,26.58
MAURICE,8430,3919,1.33,66466.63,64.15,28.37,1,0.43,2.78,3.27
BHATTI,8430,3919,1.33,66467.96,5.28,0.64,87.7,0.31,4.24,1.84
PEACHEY,8432,3918,1.33,66469.29,95.48,1.79,(S),(S),0.69,1.53
HAKE,8432,3918,1.33,66470.61,94.33,1.79,0.69,0.31,0.94,1.94
DAMERON,8434,3917,1.33,66471.94,82.54,11.41,0.77,0.84,2.12,2.32
COLMAN,8435,3916,1.33,66473.27,69,19.54,0.82,0.61,1.92,8.12
JESSIE,8435,3916,1.33,66474.6,55.62,37.39,0.54,1.71,2.2,2.55
DESOUSA,8437,3915,1.33,66475.92,83.37,3.73,2.89,0.26,1.86,7.89
EDDINS,8438,3914,1.33,66477.25,72.28,23.48,0.26,0.33,2.43,1.23
ESTEVES,8439,3913,1.33,66478.58,41.89,1.51,5.88,0.26,0.84,49.63
LEMA,8439,3913,1.33,66479.9,28.11,6.54,1.66,0.79,1.05,61.85
ROST,8439,3913,1.33,66481.23,93.53,1.46,0.79,0.43,1.48,2.3
RUMMEL,8439,3913,1.33,66482.56,95.68,0.43,0.36,0.26,0.95,2.33
